Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SmokeSuite,Chrome 61.0.3163.100,,2017-10-22 14:54:57,2017-10-22 14:55:39,41.937s,PASSED
,,,,,,
Test Cases/Lgon/TC01,Chrome 61.0.3163.100,,2017-10-22 14:54:58,2017-10-22 14:55:26,28.475s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-22 14:54:59,2017-10-22 14:55:04,4.917s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-10-22 14:55:04,2017-10-22 14:55:20,15.717s,PASSED
click,Chrome 61.0.3163.100,,2017-10-22 14:55:20,2017-10-22 14:55:20,0.145s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-22 14:55:20,2017-10-22 14:55:20,0.196s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-22 14:55:20,2017-10-22 14:55:20,0.185s,PASSED
click,Chrome 61.0.3163.100,,2017-10-22 14:55:20,2017-10-22 14:55:24,3.613s,PASSED
click,Chrome 61.0.3163.100,,2017-10-22 14:55:24,2017-10-22 14:55:25,0.731s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-22 14:55:25,2017-10-22 14:55:25,0.156s,PASSED
sendKeys,Chrome 61.0.3163.100,,2017-10-22 14:55:25,2017-10-22 14:55:25,0.081s,PASSED
click,Chrome 61.0.3163.100,,2017-10-22 14:55:25,2017-10-22 14:55:25,0.098s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2017-10-22 14:55:25,2017-10-22 14:55:25,0.036s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-10-22 14:55:25,2017-10-22 14:55:26,1.066s,PASSED
,,,,,,
Test Cases/TC02,Chrome 61.0.3163.100,,2017-10-22 14:55:26,2017-10-22 14:55:39,12.507s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-22 14:55:27,2017-10-22 14:55:34,7.401s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-22 14:55:34,2017-10-22 14:55:34,0.216s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-22 14:55:34,2017-10-22 14:55:34,0.166s,PASSED
click,Chrome 61.0.3163.100,,2017-10-22 14:55:34,2017-10-22 14:55:36,1.857s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-10-22 14:55:36,2017-10-22 14:55:38,1.671s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-10-22 14:55:38,2017-10-22 14:55:39,0.887s,PASSED
